File size 8514 
row: 10 , col 4  , place id: 84 ;
row: 24 , col 0  , place id: 192 ;
row: 46 , col 2  , place id: 370 ;
row: 90 , col 4  , place id: 724 ;
row: 52 , col 1  , place id: 417 ;
row: 44 , col 4  , place id: 356 ;
row: 53 , col 0  , place id: 424 ;
row: 46 , col 4  , place id: 372 ;
row: 95 , col 6  , place id: 766 ;
row: 34 , col 6  , place id: 278 ;
row: 45 , col 6  , place id: 366 ;
row: 16 , col 4  , place id: 132 ;
row: 87 , col 2  , place id: 698 ;
row: 32 , col 3  , place id: 259 ;
row: 31 , col 5  , place id: 253 ;
row: 92 , col 7  , place id: 743 ;
row: 96 , col 6  , place id: 774 ;
row: 70 , col 0  , place id: 560 ;
row: 41 , col 1  , place id: 329 ;
row: 13 , col 0  , place id: 104 ;
row: 59 , col 6  , place id: 478 ;
row: 66 , col 3  , place id: 531 ;
row: 84 , col 3  , place id: 675 ;
row: 86 , col 5  , place id: 693 ;
row: 28 , col 2  , place id: 226 ;
row: 87 , col 7  , place id: 703 ;
row: 71 , col 4  , place id: 572 ;
row: 88 , col 7  , place id: 711 ;
row: 43 , col 3  , place id: 347 ;
row: 65 , col 7  , place id: 527 ;
row: 104 , col 4  , place id: 836 ;
row: 83 , col 3  , place id: 667 ;
row: 22 , col 1  , place id: 177 ;
row: 46 , col 7  , place id: 375 ;
row: 33 , col 7  , place id: 271 ;
row: 36 , col 6  , place id: 294 ;
row: 54 , col 1  , place id: 433 ;
row: 102 , col 0  , place id: 816 ;
row: 69 , col 1  , place id: 553 ;
row: 81 , col 2  , place id: 650 ;
row: 50 , col 6  , place id: 406 ;
row: 80 , col 3  , place id: 643 ;
row: 87 , col 0  , place id: 696 ;
row: 80 , col 2  , place id: 642 ;
row: 21 , col 6  , place id: 174 ;
row: 34 , col 4  , place id: 276 ;
row: 31 , col 0  , place id: 248 ;
row: 49 , col 4  , place id: 396 ;
row: 17 , col 2  , place id: 138 ;
row: 69 , col 0  , place id: 552 ;
row: 55 , col 6  , place id: 446 ;
row: 95 , col 5  , place id: 765 ;
row: 56 , col 5  , place id: 453 ;
row: 76 , col 0  , place id: 608 ;
row: 92 , col 3  , place id: 739 ;
row: 80 , col 6  , place id: 646 ;
row: 72 , col 5  , place id: 581 ;
row: 80 , col 0  , place id: 640 ;
row: 96 , col 2  , place id: 770 ;
row: 34 , col 3  , place id: 275 ;
row: 14 , col 0  , place id: 112 ;
row: 69 , col 6  , place id: 558 ;
row: 52 , col 3  , place id: 419 ;
row: 59 , col 7  , place id: 479 ;
row: 95 , col 3  , place id: 763 ;
row: 78 , col 0  , place id: 624 ;
row: 10 , col 0  , place id: 80 ;
row: 93 , col 1  , place id: 745 ;
row: 37 , col 7  , place id: 303 ;
row: 56 , col 2  , place id: 450 ;
row: 44 , col 1  , place id: 353 ;
row: 50 , col 1  , place id: 401 ;
row: 53 , col 4  , place id: 428 ;
row: 65 , col 5  , place id: 525 ;
row: 58 , col 0  , place id: 464 ;
row: 71 , col 7  , place id: 575 ;
row: 29 , col 3  , place id: 235 ;
